zgqwp-velaj-b3ums-gj7pq-axhnw-a2265-thtml-jj7lj-xz5qi-36g7l-2ae,LenGte(7),1
3zho5-ioppz-covrm-bwcy6-wcjqt-e7ore-xwdcd-ogqph-r3pwi-dzjqf-xae,LenGte(7),1
jujvq-drcpa-niy6j-dzwtw-e6e3m-6s6c6-xupsq-nbecp-jrc6i-7pib6-eae,LenGte(7),1
7ieih-g3cxm-3w2ay-troal-6gi6q-ftpu4-7ggr6-sw6i7-maczl-ebmu4-zqe,LenGte(7),1
qzt4g-sx3vh-ovunx-jclrb-rvhvo-twycj-3ndq2-paf42-d7iqy-klblg-bqe,LenGte(7),1
m2avh-6zg32-o6fhh-kpjej-4lskk-65j3s-dpqe4-3eizk-tkwdv-hemor-sae,LenGte(7),1
mot26-ohxc6-b2smj-e3dtf-hf36v-4xoff-r6njm-qxhcu-k3bya-mcnm4-cqe,LenGte(7),1
2wlvx-v62b4-6gw3j-4oiyq-4aaim-oeihq-twuai-dh3fd-alqxu-utuou-7qe,LenGte(7),1
o5iwc-232et-2pgwj-53jsm-2wlvs-x32og-ztego-6jwtm-ftb3x-qygwv-wae,LenGte(7),1
55hv6-7it4p-kxzqm-uffjx-b2kf4-v2aef-ke4kt-6rrgw-uklup-x6jx5-wqe,LenGte(7),1
jecas-i2ac6-qt7qs-lvdbx-zgnlo-ls4ri-axarg-7ojdu-257jt-rc3jx-zae,LenGte(7),1
zltpk-mngqf-3v4ac-ta4np-4afut-vos5j-cuypw-xvlvs-eu2kg-55ok7-zae,LenGte(7),1
cqjdq-kkriu-5lyxl-3v3pg-77qlt-6wgrm-buk4r-o4465-cjy3d-l5oz2-wqe,LenGte(7),1
ngu72-kdfzg-ofr6v-qj5cy-bwgyt-uk5mt-v65cx-izflw-3f3v4-iax5n-bqe,LenGte(7),1
53wqk-wshct-iigsj-76kkg-u4ow3-jgoo5-mprns-7oqmn-jpkdy-ut3vo-6qe,LenGte(7),1
vkavx-tothv-w3qwp-ppqhg-otcvs-gisgq-6kmlq-5fje7-vojcg-qmskk-2ae,LenGte(7),1
kybvc-dwubz-m4xsx-s6r6j-z5hco-jzivq-2sdv6-45lxt-jx5j4-qdwq4-nqe,LenGte(7),1
ku5t5-waqid-7h2v4-gguuc-uszxc-ww36f-fbqd6-2w6ux-a4owg-cjx7s-5ae,LenGte(7),1
mnrlu-e5uhx-o2vlx-3h5mk-gdslu-vd3gs-hemgx-dj5rf-6c56y-enurz-dae,LenGte(7),1
eclb2-zud7o-l4qzg-irk2d-qwt6z-oaznx-bxzcq-omwtc-lpopo-r2d5i-bae,LenGte(7),1
w4p6c-uikqk-howel-hvm72-jsopy-hn6jf-umio7-p3dp6-z3xq4-qrd6a-kqe,LenGte(7),1
v2bh4-azvim-d2kgm-zqt6s-rv2ad-g57mh-uwd5r-uv6so-ogjjh-awffg-rae,LenGte(7),1
fphv3-sneqg-y74oi-ah3mk-2ytbb-xgc5w-d7xey-4fexd-ny7ie-elqgc-kae,LenGte(7),1
jorel-phamv-2ayoh-57zyt-n74f4-tyvs7-6r3df-nfren-uaq7m-hwgve-jae,LenGte(7),1
tgfbw-ntcqu-mbqyd-crrrc-3sodo-prxzx-a7qwi-dmn6x-mk3uz-7a3i2-sae,LenGte(7),1
jbjlj-nzxni-qvloc-6typa-vsxmb-4weeh-rht3w-vrge2-d5tya-vymdf-jqe,LenGte(7),1
hmsws-qx3cy-534ku-mtl4s-f256h-zcp6g-jb6tc-yxief-s5vh4-2uk64-qae,LenGte(7),1
khkks-ypaev-6nrfv-wehcg-mov2u-gx7pm-g5toz-fldln-yl3q3-il2ol-hqe,LenGte(7),1
lyprv-7pfvf-ityxk-saepg-i5awt-zhbdy-pk5e5-meyp2-d7jsz-aicvq-6ae,LenGte(7),1
sidn5-lqirx-ahzuo-ebel3-2x4b4-egidj-twwoi-ongme-sfvdn-plsmb-nae,LenGte(7),1
yxsi5-4hddc-o7s5k-l4t3w-prsci-23lqw-fschv-ovw4u-6qiim-d3mwq-iae,LenGte(7),1
atn6m-km46q-nqz6c-2ptgk-zz5ls-zfjig-mzobq-cuqnq-47th4-v44lw-2ae,LenGte(7),1
icw3o-svopk-xces2-rf7sl-qg4v7-27y6a-vcoav-2gw57-jz7oi-hbbdd-bae,LenGte(7),1
yv6gn-332ww-gapj2-tq2wr-iapc4-g7kaz-atiiq-5tpap-mjup7-hmi6o-lae,LenGte(7),1
tv6zb-cgdhd-tkj75-af6yr-kxgro-62ii2-qk636-4nucp-yf2qo-t6m7f-gqe,LenGte(7),1
ot4nw-75zfe-sw7ko-c7z7c-6uuxb-yg2fd-lldf6-ww3x6-jtwfg-fhwpr-wae,LenGte(7),1
2slug-jqg6a-4yzj2-tacea-vw6cp-44xvj-aldbq-horti-yoi3c-xzeha-6qe,LenGte(7),1
xmlu3-fpegj-5dgax-uwhwl-uabpj-dkcdh-xkqbh-7pgti-vsa2i-ykutp-qae,LenGte(7),1
