qhl7u-fzmv5-2znja-t4zlh-lcde7-rbvbo-fqtlu-izncn-6f6gm-6gg52-vae,LenGte(7),2
hnja5-kwd4y-azcdv-fzsd2-rounm-myhqo-cedgb-ne5e6-jpk7q-ymkec-7ae,LenGte(7),1
p7rhe-lngco-ec4lb-likjf-kx26m-63tpq-uiqne-hqlgs-ztjd3-pibav-eae,LenGte(7),1
6gxh6-chxs5-ctcah-sftem-zrcd6-5xdot-3of6t-yregd-4ayw7-wvy5x-zqe,LenGte(7),1
utuim-z3inf-fsmeg-7e3m5-74wln-r3d4c-ag3ru-x4hh5-fr7gh-w7lrr-rqe,LenGte(7),1
5cy7b-brfzy-aamlx-4mk3c-tyzen-eymmf-rchdd-65f5n-ac3v5-vni52-tae,LenGte(7),1
r577c-zsl33-hw4lx-h2ne6-royss-nlqud-z3rau-sxqyf-fy4vb-dndpd-uae,LenGte(7),1
rp3bn-vxohd-fqiib-nptb5-utltw-eapkl-wipud-jt25d-op2ov-ue6vj-3ae,LenGte(7),1
emmnw-jyb4c-j7eqr-qsj4d-l5vbz-mzmwh-zikus-ymyyh-gfbbk-igepx-lqe,LenGte(7),1
okdyi-qjhz5-pf3eq-rmb3z-f7xbx-krwg4-de5zh-5skoj-cvfyb-tu4py-nae,LenGte(7),1
2xvnj-gmx6s-4mm6s-hihnj-htuk5-xcb6x-vfgjo-66fjm-bdceo-hjdoh-bqe,LenGte(7),1
supvw-c2nov-dwlxc-d5rte-2wzt6-a5qed-cpetf-vh3nr-t56ze-dzuf4-kae,LenGte(7),1
av6o2-obxea-4nuuj-x3gn2-6rjxg-q4pbg-ot5gp-spmlp-mocej-lx5gb-hqe,LenGte(7),1
hvina-qj6wa-v4ho4-2y44r-3idwm-ghnu5-zuvzb-m5ofg-jeb7q-nvsei-wqe,LenGte(7),1
ev34y-uhc4f-awhfb-tyuck-fydyc-cmgpb-nqsjf-xlyjl-lqnzi-w4wmf-pqe,LenGte(7),2
